prefix,thld_delta,instance,tau_star_val,succ_trials,total_trials,Ps_hat,TTS_at_tau_star
uf100,0.2,87,465,20,200,0.1,20324.541153908038
uf100,0.2,88,465,2,200,0.01,213067.91809732563
uf100,0.2,89,465,45,200,0.225,8401.21321696943
uf100,0.2,90,465,33,200,0.165,11875.343444736278
uf100,0.2,91,465,10,200,0.05,41748.227756730004
uf100,0.2,92,465,2,200,0.01,213067.91809732563
uf100,0.2,93,465,51,200,0.255,7274.5063054126595
uf100,0.2,94,465,145,200,0.725,1658.7377037434217
uf100,0.2,95,465,15,200,0.075,27467.442230043664
uf100,0.2,96,465,74,200,0.37,4634.718162874987
uf100,0.2,97,465,16,200,0.08,25681.971884828374
uf100,0.2,98,465,87,200,0.435,3750.732721054967
uf100,0.2,99,465,9,200,0.045,46507.84025391384
uf100,0.02,1,2885,68,200,0.34,31974.541932552947
uf100,0.02,2,2885,10,200,0.05,259018.57436164745
uf100,0.02,3,2885,86,200,0.43,23635.418694352917
uf100,0.02,4,2885,116,200,0.58,15315.166907300354
uf100,0.02,5,2885,18,200,0.09,140873.92924177792
uf100,0.02,6,2885,200,200,1.0,2885.0
uf100,0.02,7,2885,158,200,0.79,8513.077984028525
uf100,0.02,8,2885,6,200,0.03,436187.1855413693
uf100,0.02,9,2885,43,200,0.215,54884.24960259454
uf100,0.02,10,2885,50,200,0.25,46182.634438586814
uf100,0.02,100,2885,180,200,0.9,5769.999999999999
uf100,0.02,11,2885,54,200,0.27,42216.27702397928
uf100,0.02,12,2885,90,200,0.45,22223.308309427583
uf100,0.02,13,2885,126,200,0.63,13362.72125573571
uf100,0.02,14,2885,32,200,0.16,76201.07761682553
uf100,0.02,15,2885,95,200,0.475,20618.873774354463
uf100,0.02,16,2885,6,200,0.03,436187.1855413693
uf100,0.02,17,2885,122,200,0.61,14109.808295252884
uf100,0.02,18,2885,128,200,0.64,13004.355467357998
uf100,0.02,19,2885,189,200,0.945,4580.683623672034
uf100,0.02,20,2885,164,200,0.82,7747.800423026406
uf100,0.02,21,2885,5,200,0.025,524765.6509133716
uf100,0.02,22,2885,7,200,0.035,372915.19748350536
uf100,0.02,23,2885,72,200,0.36,29769.88559231915
uf100,0.02,24,2885,94,200,0.47,20926.71392832331
uf100,0.02,25,2885,129,200,0.645,12828.732178190829
uf100,0.02,26,2885,65,200,0.325,33802.73891049847
uf100,0.02,27,2885,156,200,0.78,8774.633539998851
uf100,0.02,28,2885,125,200,0.625,13545.595164275555
uf100,0.02,29,2885,185,200,0.925,5129.168204658503
uf100,0.02,30,2885,39,200,0.195,61249.97529335166
uf100,0.02,31,2885,80,200,0.4,26008.710934715997
uf100,0.02,32,2885,35,200,0.175,69063.70678030199
uf100,0.02,33,2885,27,200,0.135,91610.72407166014
uf100,0.02,34,2885,61,200,0.305,36515.475521406755
uf100,0.02,35,2885,102,200,0.51,18624.683640320167
uf100,0.02,36,2885,22,200,0.11,114009.10408181295
uf100,0.02,37,2885,149,200,0.745,9722.646436652094
uf100,0.02,38,2885,139,200,0.695,11188.672101035225
uf100,0.02,39,2885,130,200,0.65,12655.39721114191
uf100,0.02,40,2885,10,200,0.05,259018.57436164745
uf100,0.02,41,2885,177,200,0.885,6142.85822804047
uf100,0.02,42,2885,56,200,0.28,40443.687985472054
uf100,0.02,43,2885,167,200,0.835,7373.650620118739
uf100,0.02,44,2885,99,200,0.495,19446.688011336493
uf100,0.02,45,2885,14,200,0.07,183075.5015225391
uf100,0.02,46,2885,16,200,0.08,159338.6857800642
uf100,0.02,47,2885,9,200,0.045,288548.643295788
uf100,0.02,48,2885,44,200,0.22,53472.76543961125
uf100,0.02,49,2885,28,200,0.14,88089.52016471798
uf100,0.02,50,2885,46,200,0.23,50832.85052052129
uf100,0.02,51,2885,39,200,0.195,61249.97529335166
uf100,0.02,52,2885,49,200,0.245,47274.52592966011
uf100,0.02,53,2885,31,200,0.155,78886.25077085219
uf100,0.02,54,2885,46,200,0.23,50832.85052052129
uf100,0.02,55,2885,57,200,0.285,39603.56401411021
uf100,0.02,56,2885,20,200,0.1,126099.57253553697
uf100,0.02,57,2885,56,200,0.28,40443.687985472054
uf100,0.02,58,2885,47,200,0.235,49596.623506735836
uf100,0.02,59,2885,3,200,0.015,879068.0412986082
uf100,0.02,60,2885,106,200,0.53,17596.713347693953
uf100,0.02,61,2885,69,200,0.345,31399.873854908583
uf100,0.02,62,2885,35,198,0.17676767676767677,68302.1412298411
uf100,0.02,63,2885,52,200,0.26,44123.85012733695
uf100,0.02,64,2885,154,200,0.77,9040.030766811005
uf100,0.02,65,2885,37,200,0.185,64946.473391428604
uf100,0.02,66,2885,79,200,0.395,26438.222663270146
uf100,0.02,67,2885,30,200,0.15,81749.96000547457
uf100,0.02,68,2885,36,200,0.18,66948.11358420509
uf100,0.02,69,2885,69,200,0.345,31399.873854908583
uf100,0.02,70,2885,197,200,0.985,3163.5354721819112
uf100,0.02,71,2885,198,200,0.99,2885.0
uf100,0.02,72,2885,27,200,0.135,91610.72407166014
uf100,0.02,73,2885,72,200,0.36,29769.88559231915
uf100,0.02,74,2885,176,200,0.88,6266.162559389429
uf100,0.02,75,2885,163,200,0.815,7873.604531421752
uf100,0.02,76,2885,18,200,0.09,140873.92924177792
uf100,0.02,77,2885,181,200,0.905,5644.266100490692
uf100,0.02,78,2885,70,200,0.35,30841.325155346298
uf100,0.02,79,2885,160,200,0.8,8255.003740083477
uf100,0.02,80,2885,116,200,0.58,15315.166907300354
uf100,0.02,81,2885,14,200,0.07,183075.5015225391
uf100,0.02,82,2885,6,200,0.03,436187.1855413693
uf100,0.02,83,2885,23,200,0.115,108751.52079462072
uf100,0.02,84,2885,108,200,0.54,17109.36692398423
uf100,0.02,85,2885,6,200,0.03,436187.1855413693
uf100,0.02,86,2885,195,200,0.975,3601.6129428568993
uf100,0.02,87,2885,87,200,0.435,23270.675054287265
uf100,0.02,88,2885,26,200,0.13,95402.26022035317
uf100,0.02,89,2885,117,200,0.585,15106.614079759398
uf100,0.02,90,2885,145,200,0.725,10291.30811892424
uf100,0.02,91,2885,75,200,0.375,28267.688076998373
uf100,0.02,92,2885,13,200,0.065,197681.3442769708
uf100,0.02,93,2885,140,200,0.7,11035.063199798755
uf100,0.02,94,2885,198,200,0.99,2885.0
uf100,0.02,95,2885,53,200,0.265,43152.23375618258
uf100,0.02,96,2885,163,200,0.815,7873.604531421752
uf100,0.02,97,2885,55,200,0.275,41314.03152950867
uf100,0.02,98,2885,189,200,0.945,4580.683623672034
uf100,0.02,99,2885,44,200,0.22,53472.76543961125
uf100,0.3,1,272,15,200,0.075,16066.976960369624
uf100,0.3,2,272,2,200,0.01,124633.27682252164
uf100,0.3,3,272,12,200,0.06,20244.009983285112
uf100,0.3,4,272,16,200,0.08,15022.572801447994
uf100,0.3,5,272,2,200,0.01,124633.27682252164
uf100,0.3,6,272,161,200,0.805,766.2345358046372
uf100,0.3,7,272,46,200,0.23,4792.559910426964
uf100,0.3,8,272,1,200,0.005,249894.43174422497
uf100,0.3,9,272,4,200,0.02,62001.90256196606
uf100,0.3,10,272,3,200,0.015,82879.20528014607
uf100,0.3,100,272,52,200,0.26,4160.030237308717
uf100,0.3,11,272,8,200,0.04,30684.593080508086
uf100,0.3,12,272,12,200,0.06,20244.009983285112
uf100,0.3,13,272,12,200,0.06,20244.009983285112
uf100,0.3,14,272,5,200,0.025,49475.305736026705
uf100,0.3,15,272,5,200,0.025,49475.305736026705
uf100,0.3,16,272,1,200,0.005,249894.43174422497
uf100,0.3,17,272,13,200,0.065,18637.54788330539
uf100,0.3,18,272,22,200,0.11,10748.865272184792
uf100,0.3,19,272,63,200,0.315,3310.82643851398
uf100,0.3,20,272,21,200,0.105,11291.70348458406
uf100,0.3,21,272,1,200,0.005,249894.43174422497
uf100,0.3,22,272,0,200,0.0,inf
uf100,0.3,23,272,5,200,0.025,49475.305736026705
uf100,0.3,24,272,15,200,0.075,16066.976960369624
uf100,0.3,25,272,15,200,0.075,16066.976960369624
uf100,0.3,26,272,3,200,0.015,82879.20528014607
uf100,0.3,27,272,29,200,0.145,7996.015482967996
uf100,0.3,28,272,18,200,0.09,13281.701474441452
uf100,0.3,29,272,61,200,0.305,3442.706877581503
uf100,0.3,30,272,9,200,0.045,27204.586127020564
uf100,0.3,31,272,11,200,0.055,22142.451967012054
uf100,0.3,32,272,6,200,0.03,41124.060473917656
uf100,0.3,33,272,9,200,0.045,27204.586127020564
uf100,0.3,34,272,16,200,0.08,15022.572801447994
uf100,0.3,35,272,17,200,0.085,14100.970124372767
uf100,0.3,36,272,0,200,0.0,inf
uf100,0.3,37,272,32,200,0.16,7184.295705988402
uf100,0.3,38,272,20,200,0.1,11888.763857769862
uf100,0.3,39,272,26,200,0.13,8994.597843998636
uf100,0.3,40,272,0,200,0.0,inf
uf100,0.3,41,272,35,200,0.175,6511.378940811834
uf100,0.3,42,272,6,200,0.03,41124.060473917656
uf100,0.3,43,272,29,200,0.145,7996.015482967996
uf100,0.3,44,272,14,200,0.07,17260.497890513216
uf100,0.3,45,272,4,200,0.02,62001.90256196606
uf100,0.3,46,272,1,200,0.005,249894.43174422497
uf100,0.3,47,272,2,200,0.01,124633.27682252164
uf100,0.3,48,272,2,200,0.01,124633.27682252164
uf100,0.3,49,272,3,200,0.015,82879.20528014607
uf100,0.3,50,272,5,200,0.025,49475.305736026705
uf100,0.3,51,272,5,200,0.025,49475.305736026705
uf100,0.3,52,272,3,200,0.015,82879.20528014607
uf100,0.3,53,272,1,200,0.005,249894.43174422497
uf100,0.3,54,272,4,200,0.02,62001.90256196606
uf100,0.3,55,272,6,200,0.03,41124.060473917656
uf100,0.3,56,272,2,200,0.01,124633.27682252164
uf100,0.3,57,272,3,200,0.015,82879.20528014607
uf100,0.3,58,272,3,200,0.015,82879.20528014607
uf100,0.3,59,272,1,200,0.005,249894.43174422497
uf100,0.3,60,272,9,200,0.045,27204.586127020564
uf100,0.3,61,272,13,200,0.065,18637.54788330539
uf100,0.3,62,272,3,200,0.015,82879.20528014607
uf100,0.3,63,272,3,200,0.015,82879.20528014607
uf100,0.3,64,272,48,200,0.24,4564.2788503334195
uf100,0.3,65,272,4,200,0.02,62001.90256196606
uf100,0.3,66,272,10,200,0.05,24420.46870931303
uf100,0.3,67,272,2,200,0.01,124633.27682252164
uf100,0.3,68,272,1,200,0.005,249894.43174422497
uf100,0.3,69,272,18,200,0.09,13281.701474441452
uf100,0.3,70,272,71,200,0.355,2856.5384627424196
uf100,0.3,71,272,58,200,0.29,3657.3481288879893
uf100,0.3,72,272,2,200,0.01,124633.27682252164
uf100,0.3,73,272,16,200,0.08,15022.572801447994
uf100,0.3,74,272,31,200,0.155,7437.455878569079
uf100,0.3,75,272,24,200,0.12,9798.742502007008
uf100,0.3,76,272,2,200,0.01,124633.27682252164
uf100,0.3,77,272,54,200,0.27,3980.182790475689
uf100,0.3,78,272,5,200,0.025,49475.305736026705
uf100,0.3,79,272,28,200,0.14,8305.147135113792
uf100,0.3,80,272,14,200,0.07,17260.497890513216
uf100,0.3,81,272,1,200,0.005,249894.43174422497
uf100,0.3,82,272,1,200,0.005,249894.43174422497
uf100,0.3,83,272,2,200,0.01,124633.27682252164
uf100,0.3,84,272,14,200,0.07,17260.497890513216
